sku,date,competitor,structure_level_1,abc,xyz,seil,structure_level_3,promo_part_w_sku,avg_discount_w_sku,avg_discount_w_L3,promo_part_w_L3,flag_promo,pvp_is,discount,pvp_was,pvp_was_chain,last_promo_date
1136,2024-10-22,competitorA,1,C,Z,lumpy,10104,0.5082966871885078,0.2505,0.1912967851993927,0.2386325870117361,1.0,51.902875,0.2505,69.25,60.58,2024-10-24
1136,2024-10-23,competitorA,1,C,Z,lumpy,10104,0.5082966871885078,0.2505,0.1912967851993927,0.2386325870117361,1.0,51.902875,0.2505,69.25,60.58,2024-10-24
1136,2024-10-24,competitorA,1,C,Z,lumpy,10104,0.5082966871885078,0.2505,0.1912967851993927,0.2386325870117361,1.0,51.902875,0.2505,69.25,60.58,2024-10-24
1136,2024-10-25,competitorA,1,C,Z,lumpy,10104,0.5082966871885078,0.2505,0.1912967851993927,0.2386325870117361,0.0,69.25,0.0,69.25,60.58,2024-10-24
1136,2024-10-26,competitorA,1,C,Z,lumpy,10104,0.5082966871885078,0.2505,0.1912967851993927,0.2386325870117361,0.0,69.25,0.0,69.25,60.58,2024-10-24
1136,2024-10-27,competitorA,1,C,Z,lumpy,10104,0.5082966871885078,0.2505,0.1912967851993927,0.2386325870117361,0.0,69.25,0.0,69.25,60.58,2024-10-24
1136,2024-10-28,competitorA,1,C,Z,lumpy,10104,0.5082966871885078,0.2505,0.1912967851993927,0.2386325870117361,0.0,69.25,0.0,69.25,60.58,2024-10-24
1139,2024-10-21,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,0.0,312.25,0.0,312.25,312.25,2024-10-28
1139,2024-10-22,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,1.0,265.381275,0.1501,312.25,312.25,2024-10-28
1139,2024-10-23,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,1.0,265.381275,0.1501,312.25,312.25,2024-10-28
1139,2024-10-24,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,1.0,265.381275,0.1501,312.25,312.25,2024-10-28
1139,2024-10-25,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,1.0,265.381275,0.1501,312.25,312.25,2024-10-28
1139,2024-10-26,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,1.0,265.381275,0.1501,312.25,312.25,2024-10-28
1139,2024-10-27,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,1.0,265.381275,0.1501,312.25,312.25,2024-10-28
1139,2024-10-28,competitorA,3,C,Z,lumpy,30508,1.0,0.1501,0.1232078917464701,0.1560735418222255,1.0,265.381275,0.1501,312.25,312.25,2024-10-28
1140,2024-10-21,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,0.0,138.68,0.0,138.68,138.68,2024-10-28
1140,2024-10-22,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,0.0,138.68,0.0,138.68,138.68,2024-10-28
1140,2024-10-23,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,0.0,138.68,0.0,138.68,138.68,2024-10-28
1140,2024-10-24,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,1.0,110.916264,0.2002,138.68,138.68,2024-10-28
1140,2024-10-25,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,1.0,110.916264,0.2002,138.68,138.68,2024-10-28
1140,2024-10-26,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,1.0,110.916264,0.2002,138.68,138.68,2024-10-28
1140,2024-10-27,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,1.0,110.916264,0.2002,138.68,138.68,2024-10-28
1140,2024-10-28,competitorA,3,C,Z,lumpy,30511,1.0,0.2002,0.2513105765481004,0.182207462424222,1.0,110.916264,0.2002,138.68,138.68,2024-10-28
1141,2024-10-21,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1141,2024-10-22,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1141,2024-10-23,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1141,2024-10-24,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1141,2024-10-25,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1141,2024-10-26,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1141,2024-10-27,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1141,2024-10-28,competitorA,2,C,Z,lumpy,20108,0.0,0.0,0.2147338808422021,0.1769108054484789,0.0,112.65,0.0,112.65,183.81,
1160,2024-10-21,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1160,2024-10-22,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1160,2024-10-23,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1160,2024-10-24,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1160,2024-10-25,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1160,2024-10-26,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1160,2024-10-27,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1160,2024-10-28,competitorA,3,C,Z,lumpy,30411,0.0,0.0,0.2699452235280602,0.2991079563380707,0.0,51.9,0.0,51.9,51.9,
1163,2024-10-21,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1163,2024-10-22,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1163,2024-10-23,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1163,2024-10-24,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1163,2024-10-25,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1163,2024-10-26,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1163,2024-10-27,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1163,2024-10-28,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1165,2024-10-21,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,1.0,27.598459,0.4089,46.69,46.69,2024-10-21
1165,2024-10-22,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,0.0,46.69,0.0,46.69,46.69,2024-10-21
1165,2024-10-23,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,0.0,46.69,0.0,46.69,46.69,2024-10-21
1165,2024-10-24,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,0.0,46.69,0.0,46.69,46.69,2024-10-21
1165,2024-10-25,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,0.0,46.69,0.0,46.69,46.69,2024-10-21
1165,2024-10-26,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,0.0,46.69,0.0,46.69,46.69,2024-10-21
1165,2024-10-27,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,0.0,46.69,0.0,46.69,46.69,2024-10-21
1165,2024-10-28,competitorA,3,C,Z,lumpy,30111,0.2201348659563969,0.4089,0.2839986187206187,0.138013464810574,0.0,46.69,0.0,46.69,46.69,2024-10-21
1167,2024-10-21,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1167,2024-10-22,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1167,2024-10-23,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1167,2024-10-24,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1167,2024-10-25,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1167,2024-10-26,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1167,2024-10-27,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1167,2024-10-28,competitorA,3,C,Z,lumpy,30508,0.0,0.0,0.1232078917464701,0.1560735418222255,0.0,17.18,0.0,17.18,17.18,
1170,2024-10-21,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1170,2024-10-22,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1170,2024-10-23,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1170,2024-10-24,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1170,2024-10-25,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1170,2024-10-26,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1170,2024-10-27,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1170,2024-10-28,competitorA,3,C,Z,lumpy,30408,0.3695115934879131,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-21,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-22,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-23,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-24,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-25,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-26,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-27,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1171,2024-10-28,competitorA,3,C,Z,lumpy,30408,0.3472345459923099,0.2809,0.2128217015761197,0.2224263071244033,1.0,11.110095,0.2809,15.45,15.45,2024-10-28
1172,2024-10-21,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1172,2024-10-22,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1172,2024-10-23,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1172,2024-10-24,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1172,2024-10-25,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1172,2024-10-26,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1172,2024-10-27,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1172,2024-10-28,competitorA,3,C,Z,lumpy,30408,0.0,0.0,0.2128217015761197,0.2224263071244033,0.0,15.45,0.0,15.45,15.45,
1173,2024-10-21,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-22,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-23,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-24,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-25,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-26,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-27,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-28,competitorA,1,C,Z,lumpy,10211,0.0,0.0,0.2681024948181527,0.0989820219313267,0.0,24.13,0.0,24.13,18.22,
1173,2024-10-21,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1173,2024-10-22,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1173,2024-10-23,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1173,2024-10-24,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1173,2024-10-25,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1173,2024-10-26,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1173,2024-10-27,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1173,2024-10-28,competitorB,1,C,Z,lumpy,10211,0.0860875287923659,0.152,0.2193109337750814,0.0619803902872477,0.0,18.22,0.0,18.22,18.22,2024-08-18
1174,2024-10-21,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1174,2024-10-22,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1174,2024-10-23,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1174,2024-10-24,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1174,2024-10-25,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1174,2024-10-26,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1174,2024-10-27,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1174,2024-10-28,competitorA,1,C,Z,lumpy,10311,0.0,0.0,0.1833142660520163,0.0292956298483025,0.0,34.37,0.0,34.37,34.37,
1175,2024-10-21,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-22,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-23,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-24,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-25,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-26,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-27,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-28,competitorA,3,C,Z,lumpy,30211,0.8215712383488682,0.3502,0.3348420331803622,0.2802374471486866,1.0,69.249186,0.3502,106.57,106.57,2024-10-28
1175,2024-10-21,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,1.0,69.249186,0.3502,106.57,106.57,2024-10-23
1175,2024-10-22,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,1.0,69.249186,0.3502,106.57,106.57,2024-10-23
1175,2024-10-23,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,1.0,69.249186,0.3502,106.57,106.57,2024-10-23
1175,2024-10-24,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,0.0,69.25,0.0,69.25,106.57,2024-10-23
1175,2024-10-25,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,0.0,69.25,0.0,69.25,106.57,2024-10-23
1175,2024-10-26,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,0.0,69.25,0.0,69.25,106.57,2024-10-23
1175,2024-10-27,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,0.0,69.25,0.0,69.25,106.57,2024-10-23
1175,2024-10-28,competitorB,3,C,Z,lumpy,30211,0.7900526064084171,0.3501999999999999,0.1469622833577706,0.2151850055197361,0.0,69.25,0.0,69.25,106.57,2024-10-23
1176,2024-10-21,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1176,2024-10-22,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1176,2024-10-23,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1176,2024-10-24,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1176,2024-10-25,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1176,2024-10-26,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1176,2024-10-27,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1176,2024-10-28,competitorA,2,C,Z,lumpy,20206,0.0,0.0,0.2784393371108801,0.2986862144865368,0.0,41.48,0.0,41.48,41.48,
1177,2024-10-21,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1177,2024-10-22,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1177,2024-10-23,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1177,2024-10-24,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1177,2024-10-25,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1177,2024-10-26,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1177,2024-10-27,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1177,2024-10-28,competitorA,3,C,Z,lumpy,30208,0.0,0.0,0.2501406534063591,0.1059093732364084,0.0,29.33,0.0,29.33,29.33,
1180,2024-10-21,competitorA,3,C,Z,lumpy,30211,0.0,0.0,0.3348420331803622,0.2802374471486866,0.0,51.9,0.0,51.9,51.9,
1180,2024-10-22,competitorA,3,C,Z,lumpy,30211,0.0,0.0,0.3348420331803622,0.2802374471486866,0.0,51.9,0.0,51.9,51.9,
1180,2024-10-23,competitorA,3,C,Z,lumpy,30211,0.0,0.0,0.3348420331803622,0.2802374471486866,0.0,51.9,0.0,51.9,51.9,
1180,2024-10-24,competitorA,3,C,Z,lumpy,30211,0.0,0.0,0.3348420331803622,0.2802374471486866,0.0,51.9,0.0,51.9,51.9,
1180,2024-10-25,competitorA,3,C,Z,lumpy,30211,0.0,0.0,0.3348420331803622,0.2802374471486866,0.0,51.9,0.0,51.9,51.9,
1180,2024-10-26,competitorA,3,C,Z,lumpy,30211,0.0,0.0,0.3348420331803622,0.2802374471486866,0.0,51.9,0.0,51.9,51.9,
1180,2024-10-27,competitorA,3,C,Z,lumpy,30211,0.0,0.0,0.3348420331803622,0.2802374471486866,0.0,51.9,0.0,51.9,51.9,
